Subnum,Sequence,Age,Sex,education,Location,Income,question,reward,group,Headline_Veracity,Headline_id,Sharelikelihood,Credibility,Difficulty,Familiarity,Importance,Morality
35,1,25,2,5,1,6,Fake_Item12_Reward_Aversion,1,control,Fake,12,5,3,4,1,4,4
35,1,25,2,5,1,6,Fake_Item13_Reward_Aversion,5,control,Fake,13,2,2,3,1,1,4
35,1,25,2,5,1,6,Fake_Item14_Reward_Aversion,3,control,Fake,14,4,3,5,1,2,4
35,1,25,2,5,1,6,Fake_Item15_Reward_Aversion,3,control,Fake,15,4,2,3,1,3,4
35,1,25,2,5,1,6,Fake_Item16_Reward_Aversion,1,control,Fake,16,5,2,2,2,5,5
35,1,25,2,5,1,6,Fake_Item17_Reward_Aversion,4,control,Fake,17,3,4,5,1,1,5
35,1,25,2,5,1,6,Fake_Item18_Reward_Aversion,3,control,Fake,18,4,2,3,1,4,5
36,2,30,2,4,3,3,Real_Item1_Reward_Bversion,4,control,Real,1,5,4,4,2,4,5
36,2,30,2,4,3,3,Real_Item2_Reward_Bversion,5,control,Real,2,2,4,4,3,4,3
36,2,30,2,4,3,3,Real_Item3_Reward_Bversion,4,control,Real,3,4,3,4,4,3,4
36,2,30,2,4,3,3,Real_Item4_Reward_Bversion,4,control,Real,4,2,3,5,4,3,5
36,2,30,2,4,3,3,Real_Item5_Reward_Bversion,2,control,Real,5,4,3,3,4,5,3
36,2,30,2,4,3,3,Real_Item6_Reward_Bversion,4,control,Real,6,3,3,3,2,4,2
36,2,30,2,4,3,3,Real_Item7_Reward_Bversion,4,control,Real,7,5,2,4,5,2,4
36,2,30,2,4,3,3,Real_Item8_Reward_Bversion,5,control,Real,8,2,5,2,3,5,3
36,2,30,2,4,3,3,Real_Item9_Reward_Bversion,4,control,Real,9,5,4,1,2,5,4
36,2,30,2,4,3,3,Fake_Item10_Reward_Bversion,3,control,Fake,10,5,3,4,3,4,4
36,2,30,2,4,3,3,Fake_Item11_Reward_Bversion,3,control,Fake,11,3,2,2,4,4,5
36,2,30,2,4,3,3,Fake_Item12_Reward_Bversion,4,control,Fake,12,5,3,4,4,4,4
36,2,30,2,4,3,3,Fake_Item13_Reward_Bversion,2,control,Fake,13,6,5,5,5,2,2
36,2,30,2,4,3,3,Fake_Item14_Reward_Bversion,4,control,Fake,14,2,3,4,3,4,5
36,2,30,2,4,3,3,Fake_Item15_Reward_Bversion,5,control,Fake,15,3,5,3,4,3,3
36,2,30,2,4,3,3,Fake_Item16_Reward_Bversion,3,control,Fake,16,3,4,5,2,4,5
36,2,30,2,4,3,3,Fake_Item17_Reward_Bversion,4,control,Fake,17,5,4,4,4,3,4
36,2,30,2,4,3,3,Fake_Item18_Reward_Bversion,2,control,Fake,18,6,2,2,5,3,3
37,1,26,1,3,2,2,Real_Item1_Reward_Aversion,5,control,Real,1,2,5,2,5,4,4
37,1,26,1,3,2,2,Real_Item2_Reward_Aversion,3,control,Real,2,5,4,4,5,2,2
37,1,26,1,3,2,2,Real_Item3_Reward_Aversion,4,control,Real,3,5,4,5,4,5,5
37,1,26,1,3,2,2,Real_Item4_Reward_Aversion,5,control,Real,4,3,4,4,2,5,5
37,1,26,1,3,2,2,Real_Item5_Reward_Aversion,1,control,Real,5,3,4,5,4,5,4
37,1,26,1,3,2,2,Real_Item6_Reward_Aversion,5,control,Real,6,5,2,3,4,5,5
37,1,26,1,3,2,2,Real_Item7_Reward_Aversion,3,control,Real,7,5,1,4,4,4,5
37,1,26,1,3,2,2,Real_Item8_Reward_Aversion,5,control,Real,8,4,5,2,2,5,5
37,1,26,1,3,2,2,Real_Item9_Reward_Aversion,2,control,Real,9,4,2,5,4,5,5
37,1,26,1,3,2,2,Fake_Item10_Reward_Aversion,4,control,Fake,10,4,3,4,4,5,5
37,1,26,1,3,2,2,Fake_Item11_Reward_Aversion,4,control,Fake,11,5,4,5,4,5,5
37,1,26,1,3,2,2,Fake_Item12_Reward_Aversion,1,control,Fake,12,3,2,4,4,4,5
37,1,26,1,3,2,2,Fake_Item13_Reward_Aversion,1,control,Fake,13,3,2,2,2,5,5
37,1,26,1,3,2,2,Fake_Item14_Reward_Aversion,5,control,Fake,14,4,2,3,5,3,5
37,1,26,1,3,2,2,Fake_Item15_Reward_Aversion,5,control,Fake,15,5,3,4,4,5,4
37,1,26,1,3,2,2,Fake_Item16_Reward_Aversion,1,control,Fake,16,5,2,5,3,5,5
37,1,26,1,3,2,2,Fake_Item17_Reward_Aversion,1,control,Fake,17,4,4,2,5,4,4
37,1,26,1,3,2,2,Fake_Item18_Reward_Aversion,1,control,Fake,18,4,4,5,5,5,4
38,2,22,2,4,1,1,Real_Item1_Reward_Bversion,6,control,Real,1,3,4,1,2,1,4
38,2,22,2,4,1,1,Real_Item2_Reward_Bversion,6,control,Real,2,1,5,1,1,1,4
38,2,22,2,4,1,1,Real_Item3_Reward_Bversion,6,control,Real,3,2,5,1,2,2,4
38,2,22,2,4,1,1,Real_Item4_Reward_Bversion,5,control,Real,4,2,4,1,1,1,4
38,2,22,2,4,1,1,Real_Item5_Reward_Bversion,6,control,Real,5,2,4,1,2,1,4
38,2,22,2,4,1,1,Real_Item6_Reward_Bversion,6,control,Real,6,2,5,1,1,1,4
38,2,22,2,4,1,1,Real_Item7_Reward_Bversion,5,control,Real,7,2,5,1,2,2,4
38,2,22,2,4,1,1,Real_Item8_Reward_Bversion,6,control,Real,8,1,5,1,1,1,4
38,2,22,2,4,1,1,Real_Item9_Reward_Bversion,6,control,Real,9,1,4,1,1,1,4
38,2,22,2,4,1,1,Fake_Item10_Reward_Bversion,6,control,Fake,10,2,5,1,3,1,4
38,2,22,2,4,1,1,Fake_Item11_Reward_Bversion,6,control,Fake,11,1,5,1,1,1,4
38,2,22,2,4,1,1,Fake_Item12_Reward_Bversion,2,control,Fake,12,4,6,1,2,4,6
38,2,22,2,4,1,1,Fake_Item13_Reward_Bversion,6,control,Fake,13,1,4,1,1,1,4
38,2,22,2,4,1,1,Fake_Item14_Reward_Bversion,5,control,Fake,14,3,5,1,1,1,4
38,2,22,2,4,1,1,Fake_Item15_Reward_Bversion,6,control,Fake,15,2,5,1,2,1,4
38,2,22,2,4,1,1,Fake_Item16_Reward_Bversion,6,control,Fake,16,3,3,1,1,1,4
38,2,22,2,4,1,1,Fake_Item17_Reward_Bversion,6,control,Fake,17,1,4,1,2,1,4
38,2,22,2,4,1,1,Fake_Item18_Reward_Bversion,6,control,Fake,18,1,4,1,3,1,4
39,2,23,2,3,4,4,Real_Item1_Reward_Bversion,4,control,Real,1,5,5,5,4,5,4
39,2,23,2,3,4,4,Real_Item2_Reward_Bversion,4,control,Real,2,5,4,5,4,4,5
39,2,23,2,3,4,4,Real_Item3_Reward_Bversion,5,control,Real,3,3,4,5,4,5,5
39,2,23,2,3,4,4,Real_Item4_Reward_Bversion,4,control,Real,4,3,4,5,5,4,4
39,2,23,2,3,4,4,Real_Item5_Reward_Bversion,2,control,Real,5,5,5,5,5,4,4
39,2,23,2,3,4,4,Real_Item6_Reward_Bversion,5,control,Real,6,4,4,5,5,4,5
39,2,23,2,3,4,4,Real_Item7_Reward_Bversion,2,control,Real,7,3,4,5,4,4,5
39,2,23,2,3,4,4,Real_Item8_Reward_Bversion,4,control,Real,8,1,5,4,4,4,5
39,2,23,2,3,4,4,Real_Item9_Reward_Bversion,5,control,Real,9,4,4,5,4,4,5
39,2,23,2,3,4,4,Fake_Item10_Reward_Bversion,5,control,Fake,10,5,2,4,4,4,4
39,2,23,2,3,4,4,Fake_Item11_Reward_Bversion,5,control,Fake,11,4,5,4,5,4,4
39,2,23,2,3,4,4,Fake_Item12_Reward_Bversion,3,control,Fake,12,4,4,5,3,4,4
39,2,23,2,3,4,4,Fake_Item13_Reward_Bversion,5,control,Fake,13,5,5,5,5,5,3
39,2,23,2,3,4,4,Fake_Item14_Reward_Bversion,4,control,Fake,14,5,4,5,4,3,5
39,2,23,2,3,4,4,Fake_Item15_Reward_Bversion,4,control,Fake,15,3,3,3,4,4,5
39,2,23,2,3,4,4,Fake_Item16_Reward_Bversion,4,control,Fake,16,4,4,5,5,4,5
39,2,23,2,3,4,4,Fake_Item17_Reward_Bversion,5,control,Fake,17,5,5,4,3,5,5
39,2,23,2,3,4,4,Fake_Item18_Reward_Bversion,5,control,Fake,18,4,5,4,4,4,5
40,1,25,2,4,2,2,Real_Item1_Reward_Aversion,4,control,Real,1,3,4,2,2,3,5
40,1,25,2,4,2,2,Real_Item2_Reward_Aversion,4,control,Real,2,3,4,3,3,2,4
40,1,25,2,4,2,2,Real_Item3_Reward_Aversion,6,control,Real,3,2,4,2,4,2,3
40,1,25,2,4,2,2,Real_Item4_Reward_Aversion,4,control,Real,4,4,4,5,4,2,4
40,1,25,2,4,2,2,Real_Item5_Reward_Aversion,6,control,Real,5,2,4,2,3,2,4
40,1,25,2,4,2,2,Real_Item6_Reward_Aversion,4,control,Real,6,3,3,4,2,2,4
40,1,25,2,4,2,2,Real_Item7_Reward_Aversion,4,control,Real,7,4,5,4,3,4,4
40,1,25,2,4,2,2,Real_Item8_Reward_Aversion,6,control,Real,8,1,2,5,1,2,3
40,1,25,2,4,2,2,Real_Item9_Reward_Aversion,6,control,Real,9,1,3,4,1,1,3
40,1,25,2,4,2,2,Fake_Item10_Reward_Aversion,5,control,Fake,10,2,3,3,1,3,4
40,1,25,2,4,2,2,Fake_Item11_Reward_Aversion,6,control,Fake,11,1,1,3,1,2,4
40,1,25,2,4,2,2,Fake_Item12_Reward_Aversion,6,control,Fake,12,1,2,4,2,3,2
40,1,25,2,4,2,2,Fake_Item13_Reward_Aversion,6,control,Fake,13,1,3,4,2,1,3
40,1,25,2,4,2,2,Fake_Item14_Reward_Aversion,6,control,Fake,14,4,2,6,1,4,5
40,1,25,2,4,2,2,Fake_Item15_Reward_Aversion,6,control,Fake,15,1,1,4,3,2,2
40,1,25,2,4,2,2,Fake_Item16_Reward_Aversion,6,control,Fake,16,1,1,4,4,2,2
40,1,25,2,4,2,2,Fake_Item17_Reward_Aversion,6,control,Fake,17,1,1,4,1,2,3
40,1,25,2,4,2,2,Fake_Item18_Reward_Aversion,6,control,Fake,18,4,2,6,3,6,5
41,1,23,2,4,1,3,Real_Item1_Reward_Aversion,6,control,Real,1,3,3,5,2,4,6
41,1,23,2,4,1,3,Real_Item2_Reward_Aversion,3,control,Real,2,2,5,3,4,4,2
41,1,23,2,4,1,3,Real_Item3_Reward_Aversion,2,control,Real,3,2,5,3,3,2,4
41,1,23,2,4,1,3,Real_Item4_Reward_Aversion,5,control,Real,4,3,5,3,3,5,3
41,1,23,2,4,1,3,Real_Item5_Reward_Aversion,6,control,Real,5,5,4,3,5,5,2
41,1,23,2,4,1,3,Real_Item6_Reward_Aversion,6,control,Real,6,5,5,3,2,6,3
41,1,23,2,4,1,3,Real_Item7_Reward_Aversion,2,control,Real,7,3,3,4,2,5,5
41,1,23,2,4,1,3,Real_Item8_Reward_Aversion,1,control,Real,8,5,4,2,2,6,4
41,1,23,2,4,1,3,Real_Item9_Reward_Aversion,5,control,Real,9,2,3,5,1,3,3
41,1,23,2,4,1,3,Fake_Item10_Reward_Aversion,6,control,Fake,10,4,5,2,3,3,5
41,1,23,2,4,1,3,Fake_Item11_Reward_Aversion,6,control,Fake,11,2,5,3,2,6,5
41,1,23,2,4,1,3,Fake_Item12_Reward_Aversion,5,control,Fake,12,4,2,5,3,5,4
41,1,23,2,4,1,3,Fake_Item13_Reward_Aversion,5,control,Fake,13,2,3,5,3,4,5
41,1,23,2,4,1,3,Fake_Item14_Reward_Aversion,6,control,Fake,14,2,2,3,3,3,5
41,1,23,2,4,1,3,Fake_Item15_Reward_Aversion,2,control,Fake,15,3,4,5,4,4,2
41,1,23,2,4,1,3,Fake_Item16_Reward_Aversion,5,control,Fake,16,4,3,4,6,3,4
41,1,23,2,4,1,3,Fake_Item17_Reward_Aversion,6,control,Fake,17,4,5,3,5,3,3
41,1,23,2,4,1,3,Fake_Item18_Reward_Aversion,2,control,Fake,18,6,5,3,4,4,2
42,1,35,1,4,3,4,Real_Item1_Reward_Aversion,3,control,Real,1,4,4,4,2,2,6
42,1,35,1,4,3,4,Real_Item2_Reward_Aversion,6,control,Real,2,3,5,2,2,5,4
42,1,35,1,4,3,4,Real_Item3_Reward_Aversion,1,control,Real,3,6,6,4,2,5,3
42,1,35,1,4,3,4,Real_Item4_Reward_Aversion,6,control,Real,4,4,3,4,2,1,4
42,1,35,1,4,3,4,Real_Item5_Reward_Aversion,1,control,Real,5,6,5,3,5,6,4
42,1,35,1,4,3,4,Real_Item6_Reward_Aversion,1,control,Real,6,4,3,4,2,2,3
42,1,35,1,4,3,4,Real_Item7_Reward_Aversion,1,control,Real,7,6,5,3,3,3,5
42,1,35,1,4,3,4,Real_Item8_Reward_Aversion,6,control,Real,8,4,5,4,2,3,3
42,1,35,1,4,3,4,Real_Item9_Reward_Aversion,1,control,Real,9,5,4,4,5,6,3
42,1,35,1,4,3,4,Fake_Item10_Reward_Aversion,1,control,Fake,10,6,4,3,3,2,5
42,1,35,1,4,3,4,Fake_Item11_Reward_Aversion,6,control,Fake,11,4,4,5,5,4,4
42,1,35,1,4,3,4,Fake_Item12_Reward_Aversion,1,control,Fake,12,6,5,4,4,5,6
42,1,35,1,4,3,4,Fake_Item13_Reward_Aversion,6,control,Fake,13,3,3,5,1,1,3
42,1,35,1,4,3,4,Fake_Item14_Reward_Aversion,6,control,Fake,14,3,5,5,6,5,4
42,1,35,1,4,3,4,Fake_Item15_Reward_Aversion,5,control,Fake,15,4,3,5,2,6,3
42,1,35,1,4,3,4,Fake_Item16_Reward_Aversion,1,control,Fake,16,4,4,6,4,6,5
42,1,35,1,4,3,4,Fake_Item17_Reward_Aversion,2,control,Fake,17,4,3,5,2,1,3
42,1,35,1,4,3,4,Fake_Item18_Reward_Aversion,1,control,Fake,18,4,4,3,2,5,5
43,2,33,1,4,1,6,Real_Item1_Reward_Bversion,2,control,Real,1,4,3,2,3,2,4
43,2,33,1,4,1,6,Real_Item2_Reward_Bversion,2,control,Real,2,6,4,2,2,4,4
43,2,33,1,4,1,6,Real_Item3_Reward_Bversion,3,control,Real,3,4,3,2,4,2,2
43,2,33,1,4,1,6,Real_Item4_Reward_Bversion,2,control,Real,4,4,1,2,3,1,2
43,2,33,1,4,1,6,Real_Item5_Reward_Bversion,2,control,Real,5,4,4,2,2,1,2
43,2,33,1,4,1,6,Real_Item6_Reward_Bversion,4,control,Real,6,5,2,3,4,1,2
43,2,33,1,4,1,6,Real_Item7_Reward_Bversion,5,control,Real,7,3,3,2,2,1,1
43,2,33,1,4,1,6,Real_Item8_Reward_Bversion,6,control,Real,8,2,4,2,1,3,4
43,2,33,1,4,1,6,Real_Item9_Reward_Bversion,4,control,Real,9,4,1,2,3,1,2
43,2,33,1,4,1,6,Fake_Item10_Reward_Bversion,3,control,Fake,10,4,3,2,4,3,2
43,2,33,1,4,1,6,Fake_Item11_Reward_Bversion,1,control,Fake,11,5,3,2,4,2,2
43,2,33,1,4,1,6,Fake_Item12_Reward_Bversion,2,control,Fake,12,3,2,2,4,2,1
43,2,33,1,4,1,6,Fake_Item13_Reward_Bversion,3,control,Fake,13,5,2,2,3,1,3
43,2,33,1,4,1,6,Fake_Item14_Reward_Bversion,1,control,Fake,14,6,4,2,4,5,5
43,2,33,1,4,1,6,Fake_Item15_Reward_Bversion,1,control,Fake,15,6,4,2,4,6,5
43,2,33,1,4,1,6,Fake_Item16_Reward_Bversion,1,control,Fake,16,6,2,2,4,2,1
43,2,33,1,4,1,6,Fake_Item17_Reward_Bversion,5,control,Fake,17,2,2,1,4,1,3
43,2,33,1,4,1,6,Fake_Item18_Reward_Bversion,3,control,Fake,18,2,1,2,5,2,1
44,1,26,1,4,3,2,Real_Item1_Reward_Aversion,6,control,Real,1,6,3,2,3,3,2
44,1,26,1,4,3,2,Real_Item2_Reward_Aversion,6,control,Real,2,6,4,3,3,2,3
44,1,26,1,4,3,2,Real_Item3_Reward_Aversion,4,control,Real,3,4,3,2,4,3,2
44,1,26,1,4,3,2,Real_Item4_Reward_Aversion,6,control,Real,4,4,1,1,1,1,2
44,1,26,1,4,3,2,Real_Item5_Reward_Aversion,6,control,Real,5,5,4,3,4,3,3
44,1,26,1,4,3,2,Real_Item6_Reward_Aversion,6,control,Real,6,6,3,4,3,3,4
44,1,26,1,4,3,2,Real_Item7_Reward_Aversion,6,control,Real,7,5,5,1,3,4,3
44,1,26,1,4,3,2,Real_Item8_Reward_Aversion,6,control,Real,8,5,3,1,2,3,2
44,1,26,1,4,3,2,Real_Item9_Reward_Aversion,6,control,Real,9,6,3,2,2,2,2
44,1,26,1,4,3,2,Fake_Item10_Reward_Aversion,6,control,Fake,10,5,3,3,4,5,4
44,1,26,1,4,3,2,Fake_Item11_Reward_Aversion,6,control,Fake,11,6,2,2,2,1,1
44,1,26,1,4,3,2,Fake_Item12_Reward_Aversion,4,control,Fake,12,6,3,4,3,3,3
44,1,26,1,4,3,2,Fake_Item13_Reward_Aversion,6,control,Fake,13,4,4,3,3,3,3
44,1,26,1,4,3,2,Fake_Item14_Reward_Aversion,6,control,Fake,14,6,3,4,3,3,4
44,1,26,1,4,3,2,Fake_Item15_Reward_Aversion,6,control,Fake,15,4,4,2,3,4,3
44,1,26,1,4,3,2,Fake_Item16_Reward_Aversion,6,control,Fake,16,5,1,1,2,3,1
44,1,26,1,4,3,2,Fake_Item17_Reward_Aversion,6,control,Fake,17,5,2,1,1,2,2
44,1,26,1,4,3,2,Fake_Item18_Reward_Aversion,6,control,Fake,18,6,1,1,1,1,1
46,1,21,2,4,2,4,Real_Item1_Reward_Aversion,6,control,Real,1,6,6,2,6,6,6
46,1,21,2,4,2,4,Real_Item2_Reward_Aversion,6,control,Real,2,6,6,2,6,6,6
46,1,21,2,4,2,4,Real_Item3_Reward_Aversion,6,control,Real,3,6,6,2,6,6,6
46,1,21,2,4,2,4,Real_Item4_Reward_Aversion,6,control,Real,4,6,6,2,6,6,6
46,1,21,2,4,2,4,Real_Item5_Reward_Aversion,6,control,Real,5,6,6,2,6,6,6
46,1,21,2,4,2,4,Real_Item6_Reward_Aversion,6,control,Real,6,6,6,2,6,6,6
46,1,21,2,4,2,4,Real_Item7_Reward_Aversion,6,control,Real,7,6,6,2,5,6,6
46,1,21,2,4,2,4,Real_Item8_Reward_Aversion,6,control,Real,8,6,6,2,5,6,6
46,1,21,2,4,2,4,Real_Item9_Reward_Aversion,6,control,Real,9,6,6,2,5,5,6
46,1,21,2,4,2,4,Fake_Item10_Reward_Aversion,6,control,Fake,10,6,4,2,5,6,6
46,1,21,2,4,2,4,Fake_Item11_Reward_Aversion,6,control,Fake,11,6,6,2,6,6,6
46,1,21,2,4,2,4,Fake_Item12_Reward_Aversion,6,control,Fake,12,6,6,2,6,6,6
46,1,21,2,4,2,4,Fake_Item13_Reward_Aversion,6,control,Fake,13,6,5,2,6,4,6
46,1,21,2,4,2,4,Fake_Item14_Reward_Aversion,6,control,Fake,14,6,4,2,4,4,6
46,1,21,2,4,2,4,Fake_Item15_Reward_Aversion,6,control,Fake,15,6,4,2,5,6,6
46,1,21,2,4,2,4,Fake_Item16_Reward_Aversion,6,control,Fake,16,6,6,3,5,6,6
46,1,21,2,4,2,4,Fake_Item17_Reward_Aversion,6,control,Fake,17,6,5,2,5,5,6
46,1,21,2,4,2,4,Fake_Item18_Reward_Aversion,6,control,Fake,18,6,5,2,5,5,6
47,1,28,2,4,1,3,Real_Item1_Reward_Aversion,1,control,Real,1,6,4,5,5,3,3
47,1,28,2,4,1,3,Real_Item2_Reward_Aversion,1,control,Real,2,1,5,3,3,4,4
47,1,28,2,4,1,3,Real_Item3_Reward_Aversion,1,control,Real,3,1,5,3,5,3,3
47,1,28,2,4,1,3,Real_Item4_Reward_Aversion,6,control,Real,4,5,4,2,3,3,4
47,1,28,2,4,1,3,Real_Item5_Reward_Aversion,2,control,Real,5,1,3,2,4,3,5
47,1,28,2,4,1,3,Real_Item6_Reward_Aversion,6,control,Real,6,6,3,6,4,4,2
47,1,28,2,4,1,3,Real_Item7_Reward_Aversion,6,control,Real,7,6,6,6,5,5,3
47,1,28,2,4,1,3,Real_Item8_Reward_Aversion,1,control,Real,8,1,4,2,2,4,4
47,1,28,2,4,1,3,Real_Item9_Reward_Aversion,1,control,Real,9,1,5,3,3,2,4
47,1,28,2,4,1,3,Fake_Item10_Reward_Aversion,6,control,Fake,10,6,4,6,5,5,6
47,1,28,2,4,1,3,Fake_Item11_Reward_Aversion,2,control,Fake,11,1,5,3,4,2,5
47,1,28,2,4,1,3,Fake_Item12_Reward_Aversion,6,control,Fake,12,6,6,6,3,4,1
47,1,28,2,4,1,3,Fake_Item13_Reward_Aversion,2,control,Fake,13,1,1,1,2,1,1
47,1,28,2,4,1,3,Fake_Item14_Reward_Aversion,6,control,Fake,14,2,5,3,3,3,4
47,1,28,2,4,1,3,Fake_Item15_Reward_Aversion,2,control,Fake,15,1,5,3,3,4,5
47,1,28,2,4,1,3,Fake_Item16_Reward_Aversion,6,control,Fake,16,6,6,6,3,6,6
47,1,28,2,4,1,3,Fake_Item17_Reward_Aversion,3,control,Fake,17,6,2,1,4,2,6
47,1,28,2,4,1,3,Fake_Item18_Reward_Aversion,2,control,Fake,18,1,5,5,3,4,4
48,2,26,2,3,2,2,Real_Item1_Reward_Bversion,2,control,Real,1,3,2,2,5,4,5
48,2,26,2,3,2,2,Real_Item2_Reward_Bversion,2,control,Real,2,3,4,3,4,3,3
48,2,26,2,3,2,2,Real_Item3_Reward_Bversion,3,control,Real,3,2,3,5,5,3,5
48,2,26,2,3,2,2,Real_Item4_Reward_Bversion,2,control,Real,4,2,2,4,4,2,5
48,2,26,2,3,2,2,Real_Item5_Reward_Bversion,2,control,Real,5,5,4,4,4,4,2
48,2,26,2,3,2,2,Real_Item6_Reward_Bversion,1,control,Real,6,3,2,5,5,3,5
48,2,26,2,3,2,2,Real_Item7_Reward_Bversion,2,control,Real,7,2,3,5,4,5,5
48,2,26,2,3,2,2,Real_Item8_Reward_Bversion,2,control,Real,8,5,2,4,4,5,4
48,2,26,2,3,2,2,Real_Item9_Reward_Bversion,3,control,Real,9,2,2,4,5,2,5
48,2,26,2,3,2,2,Fake_Item10_Reward_Bversion,4,control,Fake,10,5,2,5,4,5,5
48,2,26,2,3,2,2,Fake_Item11_Reward_Bversion,4,control,Fake,11,5,2,2,4,4,5
48,2,26,2,3,2,2,Fake_Item12_Reward_Bversion,2,control,Fake,12,4,2,5,2,5,5
48,2,26,2,3,2,2,Fake_Item13_Reward_Bversion,2,control,Fake,13,4,5,2,5,5,5
48,2,26,2,3,2,2,Fake_Item14_Reward_Bversion,3,control,Fake,14,5,2,2,5,5,5
48,2,26,2,3,2,2,Fake_Item15_Reward_Bversion,2,control,Fake,15,2,2,4,5,4,3
48,2,26,2,3,2,2,Fake_Item16_Reward_Bversion,1,control,Fake,16,4,2,2,2,5,5
48,2,26,2,3,2,2,Fake_Item17_Reward_Bversion,3,control,Fake,17,5,4,5,4,5,5
48,2,26,2,3,2,2,Fake_Item18_Reward_Bversion,2,control,Fake,18,5,4,2,2,5,3
49,2,28,1,4,1,3,Real_Item1_Reward_Bversion,5,control,Real,1,3,6,6,5,5,4
49,2,28,1,4,1,3,Real_Item2_Reward_Bversion,3,control,Real,2,5,1,2,2,1,2
49,2,28,1,4,1,3,Real_Item3_Reward_Bversion,4,control,Real,3,5,2,1,3,2,2
49,2,28,1,4,1,3,Real_Item4_Reward_Bversion,3,control,Real,4,5,2,1,2,1,3
49,2,28,1,4,1,3,Real_Item5_Reward_Bversion,5,control,Real,5,4,4,3,3,4,4
49,2,28,1,4,1,3,Real_Item6_Reward_Bversion,6,control,Real,6,5,6,3,4,3,5
49,2,28,1,4,1,3,Real_Item7_Reward_Bversion,3,control,Real,7,3,6,6,5,4,5
49,2,28,1,4,1,3,Real_Item8_Reward_Bversion,2,control,Real,8,5,4,2,2,3,3
49,2,28,1,4,1,3,Real_Item9_Reward_Bversion,6,control,Real,9,3,1,1,2,1,2
49,2,28,1,4,1,3,Fake_Item10_Reward_Bversion,5,control,Fake,10,2,6,5,6,5,3
49,2,28,1,4,1,3,Fake_Item11_Reward_Bversion,5,control,Fake,11,5,2,1,1,2,2
49,2,28,1,4,1,3,Fake_Item12_Reward_Bversion,6,control,Fake,12,3,4,2,3,2,4
49,2,28,1,4,1,3,Fake_Item13_Reward_Bversion,5,control,Fake,13,3,2,1,2,2,2
49,2,28,1,4,1,3,Fake_Item14_Reward_Bversion,5,control,Fake,14,5,4,3,3,3,4
49,2,28,1,4,1,3,Fake_Item15_Reward_Bversion,4,control,Fake,15,4,5,6,4,3,4
49,2,28,1,4,1,3,Fake_Item16_Reward_Bversion,2,control,Fake,16,3,6,5,5,5,6
49,2,28,1,4,1,3,Fake_Item17_Reward_Bversion,3,control,Fake,17,5,4,4,3,5,5
49,2,28,1,4,1,3,Fake_Item18_Reward_Bversion,5,control,Fake,18,3,2,2,2,2,3
50,2,25,2,4,1,3,Real_Item1_Reward_Bversion,6,control,Real,1,1,5,3,2,4,4
50,2,25,2,4,1,3,Real_Item2_Reward_Bversion,1,control,Real,2,1,5,3,3,5,4
50,2,25,2,4,1,3,Real_Item3_Reward_Bversion,3,control,Real,3,1,2,1,1,1,1
50,2,25,2,4,1,3,Real_Item4_Reward_Bversion,1,control,Real,4,1,5,3,3,5,4
50,2,25,2,4,1,3,Real_Item5_Reward_Bversion,3,control,Real,5,1,5,4,2,4,4
50,2,25,2,4,1,3,Real_Item6_Reward_Bversion,6,control,Real,6,5,5,3,2,4,4
50,2,25,2,4,1,3,Real_Item7_Reward_Bversion,6,control,Real,7,6,5,3,5,4,3
50,2,25,2,4,1,3,Real_Item8_Reward_Bversion,5,control,Real,8,1,5,3,3,5,5
50,2,25,2,4,1,3,Real_Item9_Reward_Bversion,1,control,Real,9,1,3,3,1,4,2
50,2,25,2,4,1,3,Fake_Item10_Reward_Bversion,6,control,Fake,10,5,5,3,3,4,4
50,2,25,2,4,1,3,Fake_Item11_Reward_Bversion,2,control,Fake,11,1,5,3,2,4,4
50,2,25,2,4,1,3,Fake_Item12_Reward_Bversion,5,control,Fake,12,6,5,3,3,5,4
50,2,25,2,4,1,3,Fake_Item13_Reward_Bversion,1,control,Fake,13,1,5,3,3,4,4
50,2,25,2,4,1,3,Fake_Item14_Reward_Bversion,5,control,Fake,14,3,6,3,4,3,5
50,2,25,2,4,1,3,Fake_Item15_Reward_Bversion,4,control,Fake,15,1,5,5,5,5,3
50,2,25,2,4,1,3,Fake_Item16_Reward_Bversion,3,control,Fake,16,6,5,3,3,5,4
50,2,25,2,4,1,3,Fake_Item17_Reward_Bversion,5,control,Fake,17,4,4,3,3,4,4
50,2,25,2,4,1,3,Fake_Item18_Reward_Bversion,2,control,Fake,18,3,5,3,3,4,5
51,1,23,1,4,2,3,Real_Item1_Reward_Aversion,6,control,Real,1,2,5,4,3,3,5
51,1,23,1,4,2,3,Real_Item2_Reward_Aversion,6,control,Real,2,3,3,4,3,2,4
51,1,23,1,4,2,3,Real_Item3_Reward_Aversion,6,control,Real,3,5,2,4,3,5,4
51,1,23,1,4,2,3,Real_Item4_Reward_Aversion,5,control,Real,4,3,5,4,5,2,3
51,1,23,1,4,2,3,Real_Item5_Reward_Aversion,5,control,Real,5,3,4,5,3,3,5
51,1,23,1,4,2,3,Real_Item6_Reward_Aversion,5,control,Real,6,2,4,4,4,2,3
51,1,23,1,4,2,3,Real_Item7_Reward_Aversion,6,control,Real,7,5,2,4,4,2,3
51,1,23,1,4,2,3,Real_Item8_Reward_Aversion,6,control,Real,8,4,4,5,5,4,5
